site,date,value
1,2021-04-22,-0.4242221349172717
2,2021-04-22,0.33458601424539997
3,2021-04-22,0.5072076564303301
4,2021-04-22,0.13545610245466425
5,2021-04-22,-0.4229790480779065
6,2021-04-22,0.331000714072044
7,2021-04-22,-0.4931238838954704
8,2021-04-22,-0.28568345580048243
1,2021-04-23,-0.42539830026530806
2,2021-04-23,0.3559989664724454
3,2021-04-23,0.5033087009471003
4,2021-04-23,0.15619144937148127
5,2021-04-23,-0.42708762732793865
6,2021-04-23,0.35558732833019213
7,2021-04-23,-0.49557715307018635
8,2021-04-23,-0.27982870983499164
1,2021-04-24,-0.4263009060738661
2,2021-04-24,0.3757770919809645
3,2021-04-24,0.4971608101640738
4,2021-04-24,0.1757152312191347
5,2021-04-24,-0.4314461898815508
6,2021-04-24,0.37716361456916264
7,2021-04-24,-0.49819074381844963
8,2021-04-24,-0.2741118729958611
1,2021-04-25,-0.42695616022268035
2,2021-04-25,0.39344063560366843
3,2021-04-25,0.48891108078765827
4,2021-04-25,0.19392355833575356
5,2021-04-25,-0.4360392652369563
6,2021-04-25,0.39593625994433035
7,2021-04-25,-0.5009872639755665
8,2021-04-25,-0.26805328400179007
1,2021-04-26,-0.42740702453822843
2,2021-04-26,0.40895726645433794
3,2021-04-26,0.47827016999775573
4,2021-04-26,0.21052529989950666
5,2021-04-26,-0.4409224740485479
6,2021-04-26,0.4122591783895995
7,2021-04-26,-0.5040254485373717
8,2021-04-26,-0.26130171817676595
1,2021-04-27,-0.4278109518895201
2,2021-04-27,0.42220482366310363
3,2021-04-27,0.4664984205048237
4,2021-04-27,0.22507243000598143
5,2021-04-27,-0.446076682559294
6,2021-04-27,0.4261020680711725
7,2021-04-27,-0.5070736251490519
8,2021-04-27,-0.25370747891415474
1,2021-04-28,-0.42820855394046065
2,2021-04-28,0.43362169973669823
3,2021-04-28,0.45372835024747993
4,2021-04-28,0.23773097581181704
5,2021-04-28,-0.4514039318092312
6,2021-04-28,0.4376196982308804
7,2021-04-28,-0.5100641348414695
8,2021-04-28,-0.24531860616408274
1,2021-04-29,-0.428642878394929
2,2021-04-29,0.442980087649514
3,2021-04-29,0.44025853368451645
4,2021-04-29,0.24838670584340877
5,2021-04-29,-0.4571313352368106
6,2021-04-29,0.4469347885619403
7,2021-04-29,-0.513091427039443
8,2021-04-29,-0.23579631076631397
1,2021-04-30,-0.4291644940973572
2,2021-04-30,0.4504195442283167
3,2021-04-30,0.426483563752461
4,2021-04-30,0.2573688946891025
5,2021-04-30,-0.46346797529550804
6,2021-04-30,0.45429862117189324
7,2021-04-30,-0.5158570398301539
8,2021-04-30,-0.22529031799158314
1,2021-05-01,-0.4290307445699447
2,2021-05-01,0.4561854615093977
3,2021-05-01,0.4124613434405642
4,2021-05-01,0.2653745345003189
5,2021-05-01,-0.46993221651508754
6,2021-05-01,0.459999597967422
7,2021-05-01,-0.5179138240446404
8,2021-05-01,-0.21390962928392632
1,2021-05-02,-0.4282772844214872
2,2021-05-02,0.46063788007554884
3,2021-05-02,0.39859323202465147
4,2021-05-02,0.2728628806758981
5,2021-05-02,-0.4763788192877265
6,2021-05-02,0.465135909521409
7,2021-05-02,-0.5188084938802874
8,2021-05-02,-0.2016915422332182
1,2021-05-03,-0.42675847754604934
2,2021-05-03,0.46399643022057724
3,2021-05-03,0.3853769250291207
4,2021-05-03,0.2800988946434906
5,2021-05-03,-0.48262813279714334
6,2021-05-03,0.46969390011775336
7,2021-05-03,-0.5178241362172458
8,2021-05-03,-0.18853365681416473
1,2021-05-04,-0.42388203714254585
2,2021-05-04,0.46695657983598093
3,2021-05-04,0.37248149874620173
4,2021-05-04,0.2882342826107959
5,2021-05-04,-0.4883869369409136
6,2021-05-04,0.4740533849663339
7,2021-05-04,-0.5144045293820915
8,2021-05-04,-0.1742770628782975
1,2021-05-05,-0.4183173069851944
2,2021-05-05,0.46988577508130214
3,2021-05-05,0.36009845645918603
4,2021-05-05,0.29744622422469624
5,2021-05-05,-0.4926003354997133
6,2021-05-05,0.4785999770579071
7,2021-05-05,-0.5088564101999608
8,2021-05-05,-0.15866528569028202
1,2021-05-06,-0.40958509402125065
2,2021-05-06,0.4720314468583309
3,2021-05-06,0.34799214634121045
4,2021-05-06,0.3075857108582783
5,2021-05-06,-0.4948863316705364
6,2021-05-06,0.48331823610437524
7,2021-05-06,-0.5010489471765374
8,2021-05-06,-0.14133108693478502
